state,district,predicted_growth_rate
Telangana,Jayashankar Bhupalpally,819.65
Telangana,Jogulamba Gadwal,1794.76
Telangana,K.v. Rangareddy,17390.96
Telangana,Kamareddy,1996.85
Telangana,Karimnagar,5870.44
Telangana,Khammam,3922.46
Telangana,Komaram Bheem,1083.61
Telangana,Mahabubabad,1498.5
Telangana,Mahabubnagar,10247.49
Telangana,Mancherial,1082.92
Telangana,Medak,7505.88
Telangana,Medchal-malkajgiri,4044.61
Telangana,Medchal?malkajgiri,2.01
Telangana,Medchal−malkajgiri,527.37
Telangana,Mulugu,939.0
Telangana,Nagarkurnool,1381.9
Telangana,Nalgonda,6682.28
Telangana,Narayanpet,1325.08
Telangana,Nirmal,1405.81
Telangana,Nizamabad,6621.2
Telangana,Peddapalli,602.86
Telangana,Rajanna Sircilla,911.98
Telangana,Rangareddy,297.87
Telangana,Sangareddy,2727.88
Telangana,Siddipet,1905.42
Telangana,Suryapet,2091.09
Telangana,Vikarabad,2602.31
Telangana,Wanaparthy,1660.34
Telangana,Warangal,2937.26
Telangana,Warangal (urban),6.87
Telangana,Warangal Rural,740.94
Telangana,Warangal Urban,669.77
Telangana,Yadadri.,1643.45
Tripura,Dhalai,1427.9
Tripura,Dhalai  *,31.43
Tripura,Gomati,670.24
Tripura,Khowai,311.64
Tripura,North Tripura,1541.48
Tripura,Sepahijala,1715.16
Tripura,South Tripura,2206.77
Tripura,Unakoti,624.72
Tripura,West Tripura,2815.68
Uttar Pradesh,Agra,28713.0
Uttar Pradesh,Aligarh,25971.26
Uttar Pradesh,Allahabad,13190.1
Uttar Pradesh,Ambedkar Nagar,8123.88
Uttar Pradesh,Amethi,7126.47
Uttar Pradesh,Amroha,8139.64
Uttar Pradesh,Auraiya,3755.75
Uttar Pradesh,Ayodhya,1724.18
Uttar Pradesh,Azamgarh,21600.4
Uttar Pradesh,Baghpat,6719.66
Uttar Pradesh,Bagpat,1.06
Uttar Pradesh,Bahraich,35937.72
Uttar Pradesh,Ballia,10243.88
Uttar Pradesh,Balrampur,12801.18
Uttar Pradesh,Banda,10999.64
Uttar Pradesh,Bara Banki,9027.3
Uttar Pradesh,Barabanki,2440.86
Uttar Pradesh,Bareilly,27230.67
Uttar Pradesh,Basti,10085.52
Uttar Pradesh,Bhadohi,527.6
Uttar Pradesh,Bijnor,16838.5
Uttar Pradesh,Budaun,15327.86
Uttar Pradesh,Bulandshahar,179.05
Uttar Pradesh,Bulandshahr,16765.45
Uttar Pradesh,Chandauli,9512.54
Uttar Pradesh,Chitrakoot,5380.52
Uttar Pradesh,Deoria,10520.57
Uttar Pradesh,Etah,11355.22
Uttar Pradesh,Etawah,7203.94
Uttar Pradesh,Faizabad,6948.8
Uttar Pradesh,Farrukhabad,5847.68
Uttar Pradesh,Fatehpur,12314.43
Uttar Pradesh,Firozabad,12393.76
Uttar Pradesh,Gautam Buddha Nagar,18845.29
Uttar Pradesh,Ghaziabad,22198.6
Uttar Pradesh,Ghazipur,11523.05
Uttar Pradesh,Gonda,15209.53
Uttar Pradesh,Gorakhpur,20025.26
Uttar Pradesh,Hamirpur,3506.78
Uttar Pradesh,Hapur,7207.84
Uttar Pradesh,Hardoi,23853.4
Uttar Pradesh,Hathras,6586.06
Uttar Pradesh,Jalaun,5601.32
Uttar Pradesh,Jaunpur,15600.48
Uttar Pradesh,Jhansi,7094.7
Uttar Pradesh,Jyotiba Phule Nagar,85.64
Uttar Pradesh,Kannauj,6648.38
Uttar Pradesh,Kanpur Dehat,8196.17
Uttar Pradesh,Kanpur Nagar,24408.28
Uttar Pradesh,Kasganj,6309.54
Uttar Pradesh,Kaushambi,7407.0
Uttar Pradesh,Kheri,23837.72
Uttar Pradesh,Kushinagar,10924.72
Uttar Pradesh,Kushinagar *,5.96
Uttar Pradesh,Lalitpur,4736.94
Uttar Pradesh,Lucknow,25417.98
Uttar Pradesh,Maharajganj,17654.88
Uttar Pradesh,Mahoba,3030.32
Uttar Pradesh,Mahrajganj,19.74
Uttar Pradesh,Mainpuri,12187.62
Uttar Pradesh,Mathura,11734.65
Uttar Pradesh,Mau,7740.69
Uttar Pradesh,Meerut,23998.3
Uttar Pradesh,Mirzapur,7911.28
Uttar Pradesh,Moradabad,21509.94
Uttar Pradesh,Muzaffarnagar,11989.74
Uttar Pradesh,Pilibhit,13243.24
Uttar Pradesh,Pratapgarh,10424.26
Uttar Pradesh,Prayagraj,2894.3
Uttar Pradesh,Rae Bareli,9968.72
Uttar Pradesh,Raebareli,4.58
Uttar Pradesh,Rampur,20026.2
Uttar Pradesh,Saharanpur,18830.73
Uttar Pradesh,Sambhal,8898.36
Uttar Pradesh,Sant Kabir Nagar,6147.92
Uttar Pradesh,Sant Ravidas Nagar,4520.32
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,86.97
Uttar Pradesh,Shahjahanpur,24187.54
Uttar Pradesh,Shamli,8073.24
Uttar Pradesh,Shrawasti,5002.74
Uttar Pradesh,Siddharthnagar,14470.92
Uttar Pradesh,Sitapur,28921.92
Uttar Pradesh,Sonbhadra,5064.44
Uttar Pradesh,Sultanpur,11528.73
Uttar Pradesh,Unnao,19073.54
Uttar Pradesh,Varanasi,23081.12
Uttarakhand,Almora,1353.34
Uttarakhand,Bageshwar,745.69
Uttarakhand,Chamoli,1104.62
Uttarakhand,Champawat,876.3
Uttarakhand,Dehradun,9539.88
Uttarakhand,Garhwal,56.48
Uttarakhand,Hardwar,148.96
Uttarakhand,Haridwar,5851.75
Uttarakhand,Nainital,4000.44
Uttarakhand,Pauri Garhwal,1885.48
Uttarakhand,Pithoragarh,1267.98
Uttarakhand,Rudraprayag,970.12
Uttarakhand,Tehri Garhwal,2774.66
Uttarakhand,Udham Singh Nagar,6100.9
Uttarakhand,Uttarkashi,1133.7
WEST BENGAL,HOOGHLY,3.88
WESTBENGAL,HOOGHLY,1.0
West  Bengal,Hooghly,15.05
West Bangal,Hooghly,5.96
West Bangal,Howrah,3.0
West Bengal,Alipurduar,3562.88
West Bengal,Bankura,11367.94
West Bengal,Barddhaman,15568.9
West Bengal,Bardhaman,1813.26
West Bengal,Birbhum,15219.78
West Bengal,Cooch Behar,10722.16
West Bengal,Dakshin Dinajpur,6489.94
West Bengal,Darjeeling,7224.8
West Bengal,Darjiling,721.24
West Bengal,East Midnapore,2109.52
West Bengal,East Midnapur,1.0
West Bengal,HOOGHLY,2.0
West Bengal,HOWRAH,2.98
West Bengal,Haora,2769.9
West Bengal,Hawrah,6.8
West Bengal,Hooghiy,1.0
West Bengal,Hooghly,16038.25
West Bengal,Howrah,11366.84
West Bengal,Hugli,195.52
West Bengal,Jalpaiguri,10702.0
West Bengal,Jhargram,933.79
West Bengal,KOLKATA,1.06
West Bengal,Kalimpong,477.02
West Bengal,Koch Bihar,3340.9
West Bengal,Kolkata,10351.72
West Bengal,MALDA,16.2
West Bengal,Malda,16419.78
West Bengal,Maldah,1741.92
West Bengal,Medinipur,28.33
West Bengal,Murshidabad,24478.66
West Bengal,NADIA,3.0
West Bengal,Nadia,17582.12
West Bengal,North 24 Parganas,28394.07
West Bengal,North Dinajpur,338.1
West Bengal,North Twenty Four Parganas,1623.98
West Bengal,Paschim Bardhaman,1269.91
West Bengal,Paschim Medinipur,18068.82
West Bengal,Purba Bardhaman,3008.02
West Bengal,Purba Medinipur,14306.1
West Bengal,Purulia,796.24
West Bengal,Puruliya,13257.76
West Bengal,South 24 Pargana,2.01
West Bengal,South 24 Parganas,31553.47
West Bengal,South 24 parganas,2.0
West Bengal,South Dinajpur,443.4
West Bengal,South Twenty Four Parganas,4261.73
West Bengal,Uttar Dinajpur,27023.44
West Bengal,West Medinipur,2.01
West Bengal,West Midnapore,2168.0
West Bengal,hooghly,2.98
West Bengal,nadia,2.98
West bengal,hooghly,6.87
Westbengal,Hooghly,6.8
andhra pradesh,chittoor,4.0
andhra pradesh,rangareddi,1.0
